days_visited_exp_pre,days_visited_free_pre,days_visited_fs_pre,days_visited_hs_pre,days_visited_rs_pre,days_visited_vrs_pre,locale_en_US,revenue_pre,os_type_osx,os_type_windows,easier_signup,became_member,days_visited_post
13,5,27,7,20,19,0,566.82,0,0,1,1,3
13,14,18,27,7,18,1,0.7,1,0,0,0,13
23,9,21,17,14,27,1,0.06,0,1,1,1,-2
23,4,19,0,18,14,1,3.55,0,1,0,0,6
28,14,20,1,25,27,0,3.18,0,1,1,1,10
28,11,25,17,0,6,1,0.0,0,0,0,0,0
10,4,17,16,10,17,1,1.48,0,0,0,0,2
15,7,6,9,7,14,1,367.18,1,0,1,0,9
25,8,25,12,25,12,0,0.21,0,0,1,0,0
1,2,24,17,13,21,0,14471.57,1,0,1,0,1
25,20,23,13,25,2,1,6.09,0,0,0,0,16
6,26,27,27,11,13,1,2.32,1,0,1,1,22
17,11,23,15,13,22,0,0.16,0,1,0,0,3
4,17,9,26,2,16,0,8.55,0,1,0,0,6
14,24,18,9,16,9,0,2.11,0,1,0,0,18
12,0,23,28,18,24,0,31.4,0,0,0,0,-2
17,28,12,0,7,3,0,0.13,0,0,1,1,14
6,1,27,28,14,7,1,4.04,0,0,1,1,4
22,7,21,27,22,24,1,26.35,0,1,1,1,11
13,19,25,3,20,20,1,0.36,0,1,1,0,20
3,5,2,16,3,12,1,5.78,1,0,0,0,13
11,10,14,21,28,2,0,0.34,1,0,1,1,6
5,2,3,9,2,15,1,5.83,0,0,1,0,5
13,9,12,10,6,6,0,62.1,0,1,0,0,15
16,13,3,15,22,11,1,24.09,0,1,0,0,8
2,3,18,16,12,15,0,1.89,0,0,0,0,0
16,17,27,21,1,16,1,0.3,0,1,1,1,9
23,8,20,1,10,26,0,1.44,1,0,1,1,11
18,27,23,5,1,15,0,29.28,0,0,0,0,7
10,1,27,2,12,9,1,95.5,1,0,0,0,-7
5,13,11,23,24,26,1,4.67,1,0,0,0,12
4,10,22,7,1,7,0,123.79,1,0,0,0,6
26,5,20,9,23,0,0,58.04,0,1,1,0,-6
21,21,19,13,4,24,1,73.05,0,0,0,0,23
6,5,2,5,2,20,1,0.03,0,1,1,0,-2
25,3,14,11,3,2,1,0.03,0,0,0,0,13
3,18,27,10,10,9,1,0.03,0,0,0,0,7
20,25,26,22,17,10,0,76.95,0,1,1,0,16
25,7,26,3,0,6,0,0.32,1,0,1,0,1
23,21,20,4,14,0,0,0.1,1,0,0,0,6
14,19,2,2,5,27,1,4.62,1,0,1,0,4
28,26,14,9,20,4,1,0.66,1,0,0,0,22
26,10,17,20,20,3,1,0.21,0,0,0,0,16
2,11,1,0,0,12,1,1.12,1,0,0,0,4
22,9,11,8,0,4,0,0.0,0,1,1,1,2
10,4,5,16,8,13,1,18.55,0,1,1,0,0
5,22,17,15,26,21,1,0.48,0,1,1,1,15
8,3,28,12,8,21,0,9.65,0,0,0,0,11
14,21,20,4,23,8,1,0.65,0,1,1,0,11
28,2,5,10,28,17,1,0.04,1,0,1,1,0
25,22,4,17,18,28,0,73.0,0,1,0,0,11
19,26,13,24,5,2,1,0.6,1,0,0,0,20
1,6,12,5,15,0,0,0.89,0,0,0,0,3
26,4,18,28,23,21,1,0.66,0,0,0,0,-3
10,23,19,17,23,28,1,0.53,0,0,1,0,19
7,9,5,16,26,20,1,0.04,0,1,0,0,15
14,23,7,23,7,1,1,0.3,0,1,0,0,10
4,3,8,7,8,24,0,1.64,0,0,1,0,-2
9,10,24,15,12,0,1,1.14,0,0,0,0,2
2,27,0,3,2,4,0,2.06,0,0,0,0,9
6,3,25,28,11,9,1,0.61,0,0,0,0,3
10,7,1,13,12,19,1,9.45,1,0,0,0,6
17,26,8,18,8,16,1,0.06,0,0,0,0,24
5,12,5,19,10,4,1,11.39,0,1,0,0,9
9,13,1,22,5,5,1,1.73,0,0,0,0,10
27,9,24,1,10,15,0,0.01,0,0,0,0,7
25,4,20,18,21,19,1,0.14,1,0,0,0,-4
3,1,28,4,23,24,0,0.01,1,0,0,0,12
8,21,16,3,8,28,1,3.99,0,1,1,1,24
19,6,1,2,2,18,1,21.79,0,0,1,1,10
27,18,24,8,1,11,1,187.9,1,0,0,0,1
28,2,10,16,23,3,0,0.06,1,0,1,1,4
20,13,12,4,2,1,0,0.12,0,0,1,0,18
24,2,28,23,10,3,1,0.17,0,0,0,0,1
1,7,16,27,3,16,0,8.24,0,0,0,0,0
23,14,26,5,16,13,1,101.93,0,0,1,1,14
23,3,17,0,4,19,1,0.65,0,0,0,0,-2
20,13,21,7,6,26,1,0.08,0,1,0,0,13
4,19,22,9,25,12,1,6.9,0,0,0,0,4
15,24,8,19,21,4,0,0.0,0,1,1,1,22
28,27,27,22,16,6,0,0.46,1,0,1,1,18
3,27,6,26,18,3,1,0.16,0,0,1,1,7
6,9,5,9,20,28,0,1.8,0,0,1,1,4
7,20,0,15,13,11,1,1.06,0,0,0,0,6
15,24,4,22,0,27,1,0.24,1,0,1,1,26
19,11,27,13,23,13,1,0.02,0,0,1,1,18
11,10,18,24,6,9,1,293.44,0,0,1,0,9
17,19,14,12,25,15,0,0.35,0,1,0,0,5
2,4,22,4,9,7,0,0.26,1,0,0,0,-2
24,27,17,9,26,25,1,0.24,1,0,0,0,26
20,27,0,0,8,12,1,0.32,0,1,1,1,23
14,28,15,24,22,4,0,0.2,0,0,1,1,12
12,9,24,13,23,15,0,0.67,1,0,0,0,7
7,13,17,8,19,11,0,3.12,1,0,0,0,21
26,25,27,26,23,1,0,0.1,0,1,1,0,12
28,0,4,7,25,0,0,0.01,1,0,1,1,4
18,8,10,0,23,28,0,1.06,0,0,1,1,4
26,14,17,3,6,19,0,0.03,1,0,1,1,13
19,13,11,5,24,28,1,1.13,1,0,1,0,17
18,14,9,28,10,11,1,6.94,0,1,0,0,11
14,27,20,15,9,16,0,17.92,0,1,1,1,14
10,5,5,28,5,5,1,4.09,1,0,0,0,5
28,14,16,16,22,28,1,0.01,1,0,0,0,0
2,25,10,12,12,26,1,106.56,0,0,1,1,24
2,6,14,6,24,10,0,2.24,0,1,1,0,11
24,8,12,26,7,1,0,2.6,0,1,0,0,0
22,1,5,23,17,24,0,0.0,0,1,1,0,4
19,8,28,26,16,8,1,3.67,0,1,0,0,0
6,25,28,13,6,1,1,0.16,0,0,0,0,18
28,26,20,14,22,13,0,2.1,0,0,1,0,12
3,7,8,9,1,1,1,3.4,1,0,1,1,10
14,15,10,5,20,19,1,0.24,0,0,0,0,3
11,23,2,1,10,0,1,0.84,0,0,0,0,15
11,17,20,27,18,22,0,4.38,1,0,1,0,11
28,7,15,23,6,24,0,5.15,0,1,0,0,-1
12,27,14,27,20,28,0,1.68,0,0,1,0,21
7,25,2,1,13,28,1,0.61,0,1,1,1,31
4,22,10,24,25,16,1,1.83,1,0,0,0,11
13,6,20,2,7,8,0,0.04,0,1,0,0,7
10,26,8,12,20,20,1,25.23,0,0,0,0,10
5,2,0,6,21,23,1,6.38,0,1,0,0,5
1,25,23,15,21,13,1,77.27,0,1,0,0,5
7,10,13,26,8,2,1,0.14,0,1,1,1,10
28,12,20,22,10,19,0,2.62,1,0,1,1,12
0,10,3,1,3,12,0,959.1,0,1,1,0,16
13,8,16,20,7,7,0,0.69,0,1,1,1,6
21,28,27,10,1,0,1,0.13,1,0,0,0,23
28,26,22,21,25,0,0,2.38,0,1,0,0,7
14,19,2,22,10,18,1,3.48,0,0,1,1,18
13,20,27,24,13,20,0,7.97,0,0,0,0,16
14,28,9,24,24,9,0,4.14,1,0,0,0,22
21,25,3,9,25,23,1,0.55,0,1,0,0,10
28,22,23,28,26,8,1,117.81,1,0,1,1,3
10,6,2,6,15,17,1,0.14,1,0,1,0,-5
23,20,12,19,21,5,1,0.01,0,0,1,0,6
8,12,9,4,21,20,1,0.01,1,0,1,1,5
19,23,6,23,16,13,0,0.03,0,1,1,1,21
23,14,19,24,19,0,1,0.69,0,0,0,0,8
15,25,18,22,2,4,1,13.04,0,0,1,1,19
13,21,7,22,6,5,1,0.06,0,1,1,1,14
2,15,21,20,16,25,0,0.26,0,0,1,1,7
13,10,18,12,17,10,0,4.78,0,1,0,0,14
4,8,4,23,7,20,0,249.2,1,0,1,1,9
14,20,12,10,3,26,0,0.97,1,0,1,0,10
25,7,4,6,0,15,0,0.02,0,0,0,0,9
17,23,21,28,3,8,1,0.8,0,0,0,0,10
8,20,19,9,28,24,1,22.13,0,1,1,1,7
20,17,5,2,19,12,0,0.02,0,0,0,0,8
8,6,18,22,4,7,0,0.03,1,0,0,0,13
23,3,17,0,16,19,1,15.7,1,0,1,0,1
16,14,23,0,6,5,1,120.1,0,0,0,0,2
28,23,0,23,21,0,0,0.06,0,0,0,0,4
19,4,3,11,10,4,1,8.69,1,0,0,0,-4
14,14,3,14,23,0,1,9.85,1,0,1,1,12
3,4,14,16,23,16,0,0.01,0,1,1,0,14
10,15,19,14,3,22,1,0.03,0,0,0,0,5
14,24,18,16,25,9,1,0.67,0,0,0,0,17
22,23,7,4,10,14,1,0.01,0,0,0,0,18
0,24,21,12,4,14,0,0.11,0,1,1,1,13
12,28,9,5,27,10,0,12.16,0,0,1,1,20
22,18,12,22,8,11,1,12.79,0,0,0,0,17
9,19,0,6,22,3,1,1.02,1,0,0,0,9
14,2,24,26,0,15,0,16.08,0,1,1,0,-2
26,27,26,28,3,19,1,0.17,0,0,0,0,21
18,5,25,16,1,3,0,0.99,0,0,1,0,-4
22,10,20,17,19,12,1,0.03,1,0,0,0,10
14,22,25,12,13,9,1,0.02,0,0,1,1,10
11,11,11,1,11,27,1,10.1,1,0,0,0,7
27,22,22,10,11,10,0,1.11,0,1,1,1,8
17,26,22,23,9,22,1,0.01,0,0,1,1,11
10,1,26,20,8,8,1,2272.01,1,0,0,0,1
22,19,27,8,2,22,0,71.07,1,0,1,1,13
6,16,27,3,23,20,0,0.65,0,0,1,1,14
15,3,13,9,3,17,1,1.66,0,0,1,0,-1
4,24,22,15,8,28,1,0.46,0,1,1,1,30
10,15,27,1,27,20,0,0.05,0,1,0,0,5
2,8,12,8,27,0,1,75.6,0,1,0,0,2
8,11,2,23,21,19,0,40.74,1,0,0,0,4
12,26,4,27,14,23,1,15.2,0,0,1,1,12
15,8,26,28,3,5,0,366.68,1,0,0,0,9
1,19,11,13,20,1,0,0.0,1,0,1,1,17
12,18,20,3,4,17,1,0.0,1,0,0,0,19
2,8,22,2,5,1,0,18.18,0,0,0,0,2
27,18,4,20,9,13,0,1.55,0,0,1,1,15
0,5,10,1,10,23,0,4.12,1,0,1,0,-1
17,20,26,11,4,21,1,0.08,0,0,0,0,8
23,12,21,11,17,0,1,2.87,0,0,1,1,10
26,13,8,22,3,10,1,0.55,0,0,1,1,14
12,22,10,0,25,18,1,45.07,0,0,1,1,25
8,26,27,14,19,11,1,1.46,0,1,0,0,7
21,14,12,27,27,6,0,0.67,0,1,0,0,14
7,8,12,20,27,26,0,0.35,0,1,0,0,0
20,19,3,6,12,26,0,35.41,0,0,0,0,11
5,25,28,18,20,4,0,25.9,1,0,0,0,10
20,6,9,22,0,7,0,0.7,0,1,0,0,6
16,21,9,10,13,27,1,0.02,1,0,1,1,25
1,22,18,22,25,18,1,0.55,0,1,1,1,20
14,14,6,24,23,7,1,1.15,0,1,0,0,16
19,19,21,22,15,2,0,2148.05,0,0,0,0,4
2,25,22,2,15,25,0,4.36,1,0,1,1,16
8,7,13,11,21,20,1,0.32,1,0,0,0,9
24,14,23,15,25,5,1,0.05,0,1,0,0,19
18,25,12,0,0,9,0,0.35,1,0,0,0,9
4,11,15,21,20,16,1,28.96,1,0,1,1,15
18,8,27,17,22,0,0,0.01,1,0,1,1,4
8,15,23,0,2,10,1,0.02,0,0,0,0,0
7,21,10,23,20,5,1,0.23,0,1,1,1,17
26,12,13,13,15,16,1,3.71,0,0,0,0,0
4,1,1,0,13,24,1,283.26,0,1,0,0,-3
16,6,5,16,16,18,0,21.5,1,0,1,1,-2
25,17,10,4,17,13,0,12.01,1,0,0,0,14
10,24,0,24,18,17,1,0.71,0,1,1,1,24
28,7,8,22,18,4,1,1.62,0,0,1,1,0
0,8,16,6,6,17,1,0.39,0,0,1,1,0
20,17,15,3,21,13,0,0.19,0,1,1,1,14
12,23,13,28,7,0,0,0.03,1,0,0,0,14
28,10,14,15,26,15,1,0.01,0,1,1,1,3
10,3,7,12,12,26,0,0.15,1,0,1,0,10
25,7,20,12,4,15,0,25.36,0,1,1,1,16
14,26,4,1,0,6,0,0.03,0,1,1,1,23
12,11,11,27,14,8,1,0.03,0,0,0,0,3
19,26,22,12,3,17,0,0.16,1,0,0,0,10
11,2,20,21,16,21,0,0.57,1,0,0,0,10
13,7,0,9,12,13,0,0.86,1,0,0,0,12
11,23,14,26,1,11,1,0.02,0,1,0,0,16
1,25,15,8,20,3,0,6782.41,0,0,1,1,15
9,28,18,22,27,7,1,1.15,1,0,0,0,22
16,20,11,28,22,16,1,0.16,0,1,0,0,19
23,27,23,19,26,22,1,109.53,0,1,1,1,9
5,6,23,20,0,19,0,2.69,1,0,0,0,-3
5,6,5,14,14,16,0,4.54,0,0,1,0,17
20,2,17,12,8,23,0,0.09,0,1,0,0,4
13,10,13,3,16,18,1,0.01,0,0,0,0,8
1,20,9,12,19,16,0,22.25,0,1,1,1,21
16,20,20,27,24,13,1,19.49,0,0,0,0,16
25,11,11,2,18,3,0,0.93,0,1,1,1,17
1,24,18,18,22,24,0,2.15,0,1,1,0,11
13,13,19,21,13,5,0,0.15,0,1,1,1,12
23,2,7,7,7,13,0,0.1,0,0,0,0,3
13,21,0,18,7,3,1,0.13,0,1,1,1,10
6,17,24,17,7,9,0,0.47,0,0,0,0,2
13,24,7,22,3,2,0,77.2,1,0,0,0,18
4,9,2,23,12,3,1,6.51,0,1,0,0,0
27,28,4,12,8,6,0,0.01,0,0,0,0,23
22,21,20,9,24,10,0,0.69,0,1,1,0,9
13,13,20,26,12,28,0,0.16,1,0,1,1,9
12,20,24,27,9,11,0,0.02,0,1,0,0,7
5,18,17,2,16,1,0,0.06,1,0,1,1,23
27,26,9,7,3,25,0,8.4,1,0,1,1,25
6,16,7,6,12,13,0,1.08,1,0,1,1,23
23,25,13,10,9,3,1,2.79,0,1,1,0,23
23,18,4,2,24,26,1,1.24,0,0,0,0,11
12,16,12,26,5,28,1,0.01,0,0,0,0,8
10,23,28,20,5,6,1,0.45,0,0,1,1,16
1,0,11,5,13,27,0,0.44,1,0,1,0,13
22,12,28,9,15,2,1,0.39,1,0,0,0,13
23,1,27,16,12,9,1,131.97,1,0,0,0,2
13,21,13,24,3,14,0,0.92,1,0,0,0,14
12,26,7,12,2,27,0,0.13,1,0,0,0,8
5,1,24,13,7,4,0,91.7,1,0,0,0,6
19,20,18,22,6,25,0,0.02,1,0,0,0,19
18,28,18,19,26,0,0,0.52,0,0,1,1,25
1,2,2,12,3,20,0,1.49,1,0,1,1,8
14,22,14,1,23,16,1,4.6,0,1,0,0,22
24,1,8,21,15,21,0,2.74,0,1,1,1,0
28,0,10,7,4,22,0,0.85,0,0,0,0,7
28,18,3,15,19,14,1,0.02,0,0,0,0,22
25,7,9,11,17,22,0,0.67,0,0,0,0,1
28,10,19,18,26,9,0,40.62,0,0,0,0,12
7,22,27,3,1,0,1,0.13,0,1,0,0,13
13,13,23,17,12,4,1,0.38,0,0,1,0,-2
20,6,18,13,11,14,0,0.23,0,1,1,1,8
3,28,5,28,17,7,1,0.04,0,1,1,1,12
17,5,26,2,5,18,1,131.25,0,1,1,1,5
15,15,28,5,8,2,0,0.76,0,1,1,1,17
8,16,24,11,22,16,1,4.71,1,0,1,0,17
25,16,1,9,4,12,1,1.38,0,0,0,0,3
14,22,21,17,4,25,0,0.02,1,0,0,0,19
16,15,28,5,19,6,1,0.13,0,1,0,0,16
6,15,1,25,3,16,0,1.43,0,1,0,0,13
8,9,23,16,15,5,0,0.0,0,0,1,1,8
3,21,12,5,2,0,0,4.4,1,0,1,1,20
26,14,7,7,22,28,1,0.96,0,0,0,0,0
13,10,4,14,9,22,0,0.71,0,1,1,1,3
15,24,15,15,9,15,0,2.26,0,1,1,1,19
6,4,5,17,11,18,1,0.06,0,1,0,0,-1
18,11,6,4,17,2,1,0.0,1,0,0,0,14
24,0,20,9,2,27,0,86.15,0,0,1,0,2
23,26,25,8,14,26,1,0.1,1,0,1,1,18
4,15,16,27,19,8,0,0.24,0,0,1,0,0
7,23,3,9,26,22,0,0.01,0,1,1,1,17
2,27,12,2,5,8,0,74.91,1,0,1,1,15
25,14,12,6,5,9,0,105.72,1,0,1,1,23
8,26,25,25,11,17,1,0.03,1,0,0,0,20
9,21,22,11,7,22,1,0.16,0,0,1,1,17
13,10,28,6,5,2,1,18.32,0,1,0,0,8
20,10,27,13,28,24,0,0.38,1,0,0,0,13
22,17,0,22,3,5,0,1.41,0,1,1,1,12
20,5,26,8,15,10,1,9.88,0,0,0,0,7
24,12,11,24,21,0,0,40.6,1,0,0,0,0
16,14,2,8,24,9,1,54.65,0,0,0,0,20
23,15,12,25,25,27,0,0.08,0,1,0,0,3
20,10,18,22,16,0,0,8.59,0,0,1,0,8
27,6,11,26,26,28,1,680.81,1,0,1,0,-3
0,3,19,26,19,25,1,2.88,1,0,0,0,7
1,1,25,4,11,7,0,0.23,0,0,0,0,4
4,0,0,28,20,15,0,0.49,0,1,1,0,4
23,14,16,5,24,13,0,4.02,0,0,1,1,15
21,27,26,0,11,11,0,3.26,0,1,0,0,8
3,8,24,20,0,0,0,1.27,1,0,1,0,13
1,9,11,18,4,15,1,0.04,1,0,0,0,11
13,17,16,12,25,0,1,16.12,1,0,1,0,14
20,27,17,13,1,12,0,0.05,0,1,0,0,7
19,14,21,8,27,12,1,0.18,0,0,1,1,15
9,2,19,18,21,28,0,1.39,0,0,1,0,0
3,24,24,20,3,9,1,189.86,1,0,0,0,8
24,16,9,16,6,12,0,39.06,0,0,1,1,17
2,8,28,15,20,27,1,0.19,0,1,0,0,3
14,16,2,2,21,0,0,362.8,0,1,0,0,7
9,24,9,27,26,26,0,0.29,0,1,0,0,11
22,6,0,1,21,11,1,11.15,1,0,0,0,6
22,17,13,18,1,7,0,0.52,0,0,1,1,17
3,2,19,6,12,4,0,0.27,1,0,0,0,5
9,8,15,23,16,7,1,4.45,0,0,1,0,6
15,3,28,5,0,25,1,1232.27,0,0,1,0,2
24,10,10,1,0,22,1,1.86,0,0,0,0,16
11,13,21,15,24,27,1,0.12,0,0,1,0,-2
11,13,10,18,1,12,1,0.03,0,1,1,1,5
26,2,17,11,15,15,0,0.06,0,0,0,0,-2
21,2,16,16,26,11,1,10.81,1,0,0,0,5
21,25,13,9,8,12,1,0.46,0,1,1,1,26
5,20,22,13,4,18,1,1.18,0,0,1,1,21
0,26,24,11,7,18,1,0.04,1,0,0,0,20
22,20,2,0,28,10,0,0.73,0,0,0,0,12
15,7,0,2,16,4,1,1.63,1,0,0,0,9
15,21,18,19,21,1,0,11.57,1,0,1,1,10
1,3,9,10,11,24,0,20.88,0,1,1,1,9
4,22,8,19,15,13,1,0.02,0,1,0,0,19
15,4,15,1,3,25,0,0.84,1,0,0,0,0
21,6,8,18,10,9,1,356.01,1,0,0,0,-3
18,11,0,6,10,12,1,0.05,0,0,0,0,6
21,6,15,18,25,3,1,8.27,0,1,1,0,5
0,13,0,4,16,15,0,1.32,1,0,0,0,7
23,14,22,17,8,25,0,438.0,0,1,0,0,6
9,4,16,10,17,21,1,0.56,0,1,0,0,0
7,25,28,10,9,23,0,0.13,0,1,0,0,18
12,24,8,0,2,26,1,293.67,1,0,1,1,31
11,23,27,25,13,4,0,0.03,1,0,0,0,19
25,26,8,15,1,26,1,0.82,1,0,0,0,10
25,28,7,25,0,25,1,0.35,1,0,0,0,11
15,21,6,11,27,9,0,56.24,0,0,1,1,27
7,25,20,21,2,20,0,17.37,0,1,1,1,8
6,17,10,10,4,10,0,0.47,1,0,0,0,12
23,27,13,26,25,8,1,0.01,0,1,1,1,21
1,8,0,8,23,6,0,0.07,1,0,0,0,11
4,11,17,6,2,3,1,0.02,1,0,0,0,2
23,9,15,24,17,22,1,0.08,1,0,0,0,2
13,15,9,1,28,6,1,0.0,0,0,0,0,11
28,26,13,14,10,15,1,9.54,0,1,0,0,9
28,8,19,6,9,23,0,0.99,0,1,1,1,14
23,24,11,13,10,17,1,0.01,1,0,1,1,17
0,10,0,25,21,5,1,1.25,1,0,1,1,13
23,11,3,5,0,1,0,0.69,0,0,1,1,19
17,10,0,10,28,1,1,0.05,0,1,0,0,13
18,5,28,10,12,21,0,73.4,0,1,1,1,13
21,17,1,27,25,8,0,33.67,0,1,0,0,16
8,18,7,14,18,21,1,0.36,1,0,0,0,17
0,1,15,24,5,5,0,183.36,0,0,0,0,-3
17,16,20,12,17,12,0,0.29,0,1,1,1,14
14,28,19,7,12,14,0,2.25,0,1,1,0,10
19,21,17,1,28,18,0,0.0,0,1,0,0,14
1,10,13,8,21,20,1,2.62,0,1,1,1,7
18,23,24,11,18,8,0,0.01,0,1,0,0,7
18,18,15,11,4,8,1,0.94,0,1,0,0,1
13,20,19,4,23,15,1,1.2,0,0,1,1,10
21,19,17,11,18,18,0,0.0,0,1,1,1,10
23,14,17,25,25,4,0,6.92,0,1,1,0,0
19,13,18,9,28,18,0,0.54,1,0,1,1,9
20,6,0,23,21,18,1,55.86,0,1,0,0,3
24,19,0,5,28,6,1,0.27,0,0,1,1,16
16,22,19,24,10,13,1,12.27,0,0,1,1,20
4,10,11,19,9,27,1,111.19,0,0,1,0,1
16,23,20,3,19,19,0,4.93,1,0,0,0,14
14,21,23,24,2,28,0,0.37,0,1,1,1,9
18,28,22,4,24,11,0,0.0,1,0,1,1,23
22,18,21,16,13,13,1,0.82,0,1,1,1,21
11,17,6,10,12,25,1,0.24,1,0,1,1,15
26,5,18,5,1,28,0,0.0,0,1,1,1,13
13,20,26,25,12,17,0,161.16,1,0,0,0,4
5,23,10,23,23,10,0,0.14,0,1,1,1,10
14,3,1,4,8,5,1,4.16,1,0,1,0,0
16,22,12,20,4,10,1,0.4,0,0,0,0,6
13,25,11,12,27,7,1,0.0,0,0,1,1,13
6,20,16,22,3,24,1,0.01,0,0,1,0,2
6,23,3,2,25,4,0,0.2,1,0,0,0,9
6,26,8,28,6,4,1,0.03,0,0,1,1,24
22,10,4,22,12,5,0,60.52,0,0,1,1,2
1,1,6,24,23,17,1,0.46,1,0,0,0,0
19,27,9,19,19,9,0,0.26,0,1,0,0,23
20,0,2,28,7,10,0,54.56,1,0,0,0,-6
12,14,24,20,3,9,1,1.47,0,0,1,0,6
2,21,6,2,20,2,0,9.62,1,0,0,0,7
2,23,9,1,20,24,0,4.25,1,0,1,0,2
9,24,14,20,20,26,0,20.47,0,0,0,0,16
19,10,21,12,11,21,0,0.38,0,1,0,0,-1
1,6,18,14,15,5,1,5.14,0,1,0,0,1
11,0,27,25,22,22,1,7.6,1,0,1,0,12
16,27,11,4,21,14,0,0.01,0,1,0,0,7
27,27,25,13,13,18,1,0.11,1,0,0,0,23
24,15,27,24,3,16,1,32.79,0,1,1,1,9
17,12,12,20,25,24,0,0.15,0,1,0,0,13
5,5,11,19,21,16,0,0.65,0,0,0,0,11
6,4,18,25,21,11,0,0.06,1,0,0,0,-1
13,26,2,26,20,16,1,0.55,0,1,0,0,19
1,26,23,10,21,10,0,0.12,0,1,0,0,17
0,6,0,16,3,5,1,0.03,1,0,1,1,4
6,19,20,14,20,16,0,0.31,0,0,0,0,14
5,11,25,9,22,18,1,0.42,0,0,0,0,9
10,22,25,1,14,3,0,0.01,0,1,1,1,11
1,3,21,22,10,26,1,0.12,0,1,0,0,8
18,24,20,22,28,18,0,0.06,0,1,1,0,14
2,22,1,14,25,14,0,4.51,0,1,1,1,19
10,3,2,11,12,8,0,2.5,0,0,1,1,1
24,11,1,7,0,5,1,0.31,0,1,0,0,7
19,19,24,24,19,3,0,0.19,1,0,1,1,15
7,8,15,4,15,25,0,1.11,0,0,0,0,11
24,16,11,20,2,5,0,0.36,0,1,0,0,12
24,23,1,1,28,4,0,37.19,0,1,0,0,17
13,12,18,25,13,2,0,0.29,0,0,0,0,15
9,20,14,21,16,19,0,0.15,0,1,1,1,17
19,10,4,11,22,25,0,324.92,0,1,1,1,8
13,22,9,21,24,17,1,0.03,0,0,1,1,13
7,5,27,11,24,0,1,0.59,0,1,1,1,12
25,18,15,8,3,23,0,108.51,1,0,1,1,7
16,24,7,3,2,19,1,0.02,1,0,0,0,3
22,11,26,8,9,21,0,0.07,0,0,1,1,0
15,13,7,21,17,2,0,0.06,0,1,1,1,17
28,27,9,14,23,24,1,0.35,0,1,0,0,11
11,9,6,9,5,11,0,25.16,0,0,0,0,-2
5,22,25,4,18,19,0,3.56,1,0,0,0,20
0,3,12,17,21,17,0,22.81,1,0,1,1,13
2,0,23,0,8,22,0,0.31,0,0,1,1,11
8,12,1,4,26,19,1,0.22,0,1,0,0,6
28,14,2,28,10,21,0,16.89,1,0,1,1,7
12,14,24,19,23,26,1,2.04,0,1,0,0,0
13,9,24,3,27,9,1,0.44,0,1,1,1,7
11,5,17,5,6,7,1,0.02,0,0,0,0,-6
6,26,8,10,19,0,0,0.21,1,0,1,1,18
8,7,4,21,0,6,0,5.3,1,0,1,0,-2
5,12,25,1,12,4,0,1.27,0,0,1,1,4
17,2,17,21,28,19,0,764.2,0,1,1,0,-6
10,4,10,6,17,19,0,0.02,0,0,1,1,4
18,15,25,5,16,12,0,45.9,0,0,1,1,9
27,10,4,2,0,20,0,0.01,0,1,0,0,4
23,5,26,25,19,25,0,1.2,1,0,0,0,-3
12,27,1,18,1,10,1,0.01,1,0,0,0,26
12,13,26,18,26,25,1,0.37,0,0,1,1,17
1,17,5,0,14,22,1,7.21,1,0,0,0,5
6,12,22,19,25,11,0,0.23,0,0,0,0,11
26,27,18,24,27,15,1,10.71,0,0,1,1,27
26,25,15,1,28,20,1,1.86,0,0,1,1,13
24,17,22,23,11,1,0,0.23,1,0,0,0,10
11,12,3,0,7,5,0,82.05,0,0,0,1,9
14,18,0,28,13,12,1,3.33,0,0,0,0,2
9,11,20,8,16,12,0,0.01,1,0,1,1,18
18,28,7,20,0,2,1,0.07,0,1,1,1,21
25,14,27,5,12,2,0,2.84,0,1,0,0,8
5,20,13,7,23,14,1,0.31,0,0,1,1,10
3,15,10,22,9,18,0,2.34,0,1,0,0,17
28,16,1,7,15,19,0,0.0,1,0,1,1,15
6,24,4,25,14,20,0,0.11,0,0,1,1,7
12,10,18,5,20,26,0,2.54,1,0,1,1,7
10,13,6,22,7,7,0,0.8,0,0,0,0,16
26,9,25,14,3,7,0,0.8,0,1,0,0,9
24,24,23,9,8,20,1,0.86,1,0,0,0,21
5,1,0,5,8,3,1,0.35,1,0,1,1,13
10,12,12,17,11,8,0,1.09,1,0,1,1,10
3,12,15,5,4,3,0,0.0,1,0,0,0,16
15,6,20,7,19,0,1,0.34,1,0,1,1,17
24,7,11,2,20,16,0,0.09,1,0,0,0,8
18,23,6,5,10,4,1,1.2,0,1,0,0,3
20,9,8,17,0,6,1,0.9,0,0,1,1,5
21,0,9,18,1,8,1,48.56,1,0,0,0,-4
6,16,10,28,13,25,0,74.09,0,1,0,0,11
26,14,28,8,25,19,0,2.95,0,1,0,0,6
15,2,1,23,8,6,1,2.55,1,0,1,0,8
26,22,14,16,22,22,1,1.23,0,1,1,1,18
12,22,13,15,14,17,1,0.28,0,0,0,0,10
24,2,2,27,5,21,1,0.04,0,1,1,1,4
6,8,20,16,23,28,0,0.08,0,1,0,0,2
17,23,3,10,12,24,0,207.91,1,0,1,1,17
27,24,23,21,16,5,0,0.51,0,1,0,0,21
20,23,7,1,25,5,1,0.01,0,1,1,1,15
13,23,3,21,15,5,1,14.42,0,0,1,0,17
