treated,age,educ,black,married,nodegree,dwincl,re74,re75,re78,hisp,early_ra,sample
,31,18,0,1,0,,22860.72,22780.06,25564.67,0,,2
,31,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,18,0,1,0,,0,3560.952,15392,0,,2
,43,12,1,1,0,,19169.47,15751.26,16358.43,0,,2
,43,12,1,1,0,,16571.48,15522.1,21469.89,0,,2
,32,9,0,1,1,,25862.32,25012.6,25561.71,0,,2
,32,9,0,1,1,,23940.28,23813.08,25564.67,0,,2
,32,9,0,1,1,,24116.62,22917.92,25564.67,0,,2
,32,9,0,1,1,,25862.32,25243.55,25564.67,0,,2
,32,9,0,1,1,,11826.13,8650.839,25564.67,0,,2
,31,17,0,1,0,,0,1618.452,0,0,,2
,19,13,0,1,0,,0,6126.484,11780.44,0,,2
,19,13,0,1,0,,1371.487,4260.968,23188.49,0,,2
,31,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,17,0,1,0,,2468.676,5404.984,0,0,,2
,31,17,0,1,0,,0,10.74194,0,0,,2
,23,7,1,1,1,,4931.475,5191.936,6605.438,0,,2
,32,8,0,1,1,,15039.33,15642.05,9622.955,0,,2
,32,8,0,1,1,,20836.8,22862.42,25564.67,0,,2
,32,8,0,1,1,,20082.48,20535,23287.49,0,,2
,32,8,0,1,1,,25862.32,21231.44,25564.67,0,,2
,31,16,0,1,0,,25862.32,3254.806,25564.67,0,,2
,19,12,0,1,0,,10629.02,17666.9,21899.91,0,,2
,19,12,0,1,0,,1447.898,3023.855,20999.97,0,,2
,19,12,0,1,0,,3857.796,7261.548,0,0,,2
,19,12,0,1,0,,2182.623,5268.919,15823.5,0,,2
,19,12,0,1,0,,4974.579,4946.661,2525.435,0,,2
,19,12,0,1,0,,0,11135.81,1001.899,0,,2
,19,12,0,1,0,,7676.407,11902.06,25564.67,0,,2
,19,12,0,1,0,,2325.65,7034.177,22712.66,0,,2
,19,12,0,1,0,,2125.804,4388.081,20852.2,0,,2
,19,12,0,1,0,,5276.306,11606.66,23324.44,0,,2
,19,12,0,1,0,,6847.638,18665.9,15414.17,0,,2
,19,12,0,1,0,,6210.876,14410.31,15236.84,0,,2
,19,12,0,1,0,,6830.004,11470.6,13162.11,0,,2
,19,12,0,1,0,,2329.568,5118.532,20797.52,0,,2
,19,12,0,1,0,,1861.303,5490.919,15502.83,0,,2
,19,12,0,1,0,,12319.87,10738.35,25564.67,0,,2
,19,12,0,1,0,,1118.741,655.2581,25419.85,0,,2
,19,12,0,1,0,,11018.92,12134.81,20874.37,0,,2
,19,12,0,1,0,,9798.293,10582.6,4997.671,0,,2
,19,12,0,1,0,,15617.32,25243.55,25564.67,0,,2
,19,12,0,1,0,,7100.383,19654.16,25564.67,0,,2
,19,12,0,1,0,,7139.568,5696.807,14252.67,0,,2
,31,16,0,1,0,,25633.09,24018.97,25564.67,0,,2
,31,16,0,1,0,,18552.3,18637.26,21718.15,0,,2
,31,16,0,1,0,,10830.83,16143.34,16002.3,0,,2
,31,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,16,0,1,0,,19543.69,20610.19,20441.39,0,,2
,31,16,0,1,0,,19913.99,19356.97,25564.67,0,,2
,31,16,0,1,0,,21677.33,25243.55,25564.67,0,,2
,31,16,0,1,0,,18215.3,18159.24,21537.87,0,,2
,31,16,0,1,0,,12987.98,19428.58,22094.97,0,,2
,31,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,16,0,1,0,,21073.87,21134.76,15501.35,0,,2
,41,18,0,0,0,,0,0,0,0,,2
,41,18,0,0,0,,25862.32,22765.74,25564.67,0,,2
,41,18,0,0,0,,0,0,0,0,,2
,35,16,0,0,0,,21718.47,18044.66,0,0,,2
,44,11,0,1,1,,24723.99,12340.69,2158.958,0,,2
,32,7,0,1,1,,8724.615,13225.11,16119.04,0,,2
,32,14,0,1,0,,564.2689,1457.323,0,1,,2
,31,15,0,1,0,,24471.24,25000.06,25564.67,0,,2
,44,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,15,0,1,0,,25862.32,25243.55,22117.13,0,,2
,35,15,0,0,0,,22874.44,20817.87,22996.38,0,,2
,19,9,0,1,1,,6426.395,10122.48,16222.48,0,,2
,44,10,0,1,1,,18914.76,23034.29,22278.21,0,,2
,32,13,0,1,0,,1491.002,0,25564.67,1,,2
,31,14,0,1,0,,17831.29,11563.69,22094.97,0,,2
,55,8,0,0,1,,8575.711,4441.791,11314.95,0,,2
,55,8,0,0,1,,2901.674,9535.258,0,0,,2
,51,10,0,1,1,,23405.4,25243.55,1421.573,0,,2
,51,10,0,1,1,,25862.32,16823.66,25564.67,0,,2
,51,10,0,1,1,,22946.93,22715.61,0,0,,2
,31,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,41,16,0,0,0,,2223.768,11502.82,24871.62,0,,2
,41,16,0,0,0,,25862.32,25243.55,4576.519,0,,2
,41,16,0,0,0,,25862.32,25243.55,25564.67,0,,2
,41,16,0,0,0,,0,0,288.1567,0,,2
,41,16,0,0,0,,25680.11,25243.55,25564.67,0,,2
,44,9,0,1,1,,0,4243.064,13071.97,0,,2
,32,5,0,1,1,,17868.51,18379.45,19161.68,0,,2
,32,12,0,1,0,,20174.57,17724.19,18507.05,1,,2
,31,13,0,1,0,,12165.09,4103.419,22773.24,0,,2
,55,7,0,0,1,,0,0,0,0,,2
,41,15,0,0,0,,16992.72,25243.55,0,0,,2
,44,8,0,1,1,,18991.17,12829.45,21035.44,0,,2
,44,8,0,1,1,,3810.774,1072.403,0,0,,2
,31,11,0,1,1,,12660.78,14745.1,25564.67,0,,2
,31,11,0,1,1,,24741.62,23467.55,25551.37,0,,2
,31,11,0,1,1,,16371.63,17878.16,14852.63,0,,2
,31,11,0,1,1,,0,4241.274,6757.644,0,,2
,31,11,0,1,1,,16046.4,5109.581,0,0,,2
,30,18,0,1,0,,0,15432.58,19169.07,0,,2
,30,18,0,1,0,,9719.923,19799.18,25564.67,0,,2
,31,18,0,1,0,,5176.383,0,0,1,,2
,44,8,0,1,1,,14776.79,9504.822,17601.2,0,,2
,44,8,0,1,1,,25862.32,25243.55,25564.67,0,,2
,47,4,1,1,1,,15644.75,15548.95,15770.3,0,,2
,30,18,0,1,0,,12114.15,25243.55,0,0,,2
,30,18,0,1,0,,20258.82,23632.26,25564.67,0,,2
,30,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,18,0,1,0,,0,0,24855.36,0,,2
,30,18,0,1,0,,25860.36,25243.55,25564.67,0,,2
,30,18,0,1,0,,0,0,0,0,,2
,30,18,0,1,0,,13289.71,25243.55,25564.67,0,,2
,30,18,0,1,0,,25245.15,21875.95,25564.67,0,,2
,30,18,0,1,0,,20384.21,21304.84,24636.66,0,,2
,30,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,23652.27,6228.532,22403.81,0,,2
,31,12,0,1,0,,25862.32,25243.55,0,0,,2
,31,12,0,1,0,,21902.64,24708.24,25564.67,0,,2
,31,12,0,1,0,,20172.61,20255.71,25564.67,0,,2
,31,12,0,1,0,,17096.56,14668.11,15384.61,0,,2
,31,12,0,1,0,,17114.2,16281.19,17636.67,0,,2
,31,12,0,1,0,,14271.3,13611.82,12944.88,0,,2
,31,12,0,1,0,,18808.96,21834.77,16732.3,0,,2
,31,12,0,1,0,,14357.51,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,0,0,0,0,,2
,31,12,0,1,0,,24008.86,21793.6,25564.67,0,,2
,31,12,0,1,0,,2317.813,1385.71,617.6897,0,,2
,49,12,0,0,0,,16726.26,21716.61,22018.13,0,,2
,41,14,0,0,0,,10560.45,9533.468,0,0,,2
,41,14,0,0,0,,25862.32,25243.55,25564.67,0,,2
,41,14,0,0,0,,0,0,0,0,,2
,41,14,0,0,0,,20484.13,8690.226,0,0,,2
,35,12,0,0,0,,17472.74,3319.258,8145.229,0,,2
,31,10,0,1,1,,6099.198,4260.968,11756.79,0,,2
,31,10,0,1,1,,17165.14,21086.42,0,0,,2
,31,10,0,1,1,,25862.32,25243.55,25564.67,0,,2
,18,9,1,0,1,,1183.397,1822.548,803.8832,0,,2
,20,14,0,1,0,,2198.297,3976.306,15990.48,0,,2
,20,14,0,1,0,,5248.876,6445.161,11811.47,0,,2
,20,14,0,1,0,,3266.098,3861.726,17199.26,0,,2
,48,7,0,1,1,,14098.88,19306.84,25564.67,1,,2
,30,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,53,11,1,1,1,,22147.55,23780.86,25564.67,0,,2
,39,10,0,1,1,,25862.32,25243.55,25564.67,0,,2
,39,10,0,1,1,,1941.633,12772.16,0,0,,2
,39,10,0,1,1,,25862.32,25243.55,25564.67,0,,2
,32,8,0,1,1,,17582.46,17088.63,20602.46,1,,2
,31,9,0,1,1,,25862.32,17489.66,19995.12,0,,2
,20,13,0,1,0,,33.30754,1312.306,12299.12,0,,2
,20,13,0,1,0,,6920.13,0,18366.66,0,,2
,20,13,0,1,0,,5756.326,8956.983,1579.69,0,,2
,20,13,0,1,0,,2539.21,6647.468,3088.448,0,,2
,20,13,0,1,0,,12384.53,13987.79,24576.07,0,,2
,30,16,0,1,0,,19038.2,11467.02,24933.68,0,,2
,31,16,0,1,0,,0,0,0,1,,2
,48,6,0,1,1,,14657.28,18250.55,17763.75,1,,2
,30,16,0,1,0,,18967.66,25243.55,25564.67,0,,2
,30,16,0,1,0,,24733.78,25243.55,25564.67,0,,2
,30,16,0,1,0,,11685.07,2148.387,21639.83,0,,2
,30,16,0,1,0,,16451.96,17427,6513.819,0,,2
,30,16,0,1,0,,23583.7,25243.55,0,0,,2
,30,16,0,1,0,,5730.855,2107.21,9433.807,0,,2
,30,16,0,1,0,,20950.44,25243.55,25564.67,0,,2
,30,16,0,1,0,,18025.25,17502.19,19777.89,0,,2
,30,16,0,1,0,,13119.25,16035.92,17584.95,0,,2
,30,16,0,1,0,,22847.01,17222.9,18436.12,0,,2
,30,16,0,1,0,,0,2554.79,15566.37,0,,2
,30,16,0,1,0,,695.5397,930.9677,682.7097,0,,2
,30,16,0,1,0,,13771.69,19924.5,65.01997,0,,2
,30,16,0,1,0,,5207.731,14639.47,19040.51,0,,2
,30,16,0,1,0,,12893.93,22964.47,25564.67,0,,2
,30,16,0,1,0,,16201.18,16134.39,16330.36,0,,2
,30,16,0,1,0,,20660.47,16617.77,17098.77,0,,2
,39,9,0,1,1,,18405.35,18127.02,23317.05,0,,2
,39,9,0,1,1,,18330.9,16750.26,22742.21,0,,2
,39,9,0,1,1,,25315.69,24801.34,8470.329,0,,2
,39,9,0,1,1,,9631.756,10131.44,13960.08,0,,2
,39,9,0,1,1,,19326.21,20030.13,13825.61,0,,2
,20,12,0,1,0,,12145.5,791.3226,13683.75,0,,2
,41,12,0,0,0,,22133.84,20504.56,24531.74,0,,2
,41,12,0,0,0,,19798.39,19326.53,15783.6,0,,2
,41,12,0,0,0,,8593.344,10767,16172.24,0,,2
,41,12,0,0,0,,25862.32,25243.55,25564.67,0,,2
,31,8,0,1,1,,24018.65,25243.55,23807.65,0,,2
,20,12,0,1,0,,3938.126,4864.307,9670.243,0,,2
,20,12,0,1,0,,6212.835,8620.403,14888.1,0,,2
,20,12,0,1,0,,3317.039,7293.774,19067.11,0,,2
,20,12,0,1,0,,2938.9,3303.145,0,0,,2
,20,12,0,1,0,,14798.34,14793.44,17187.44,0,,2
,20,12,0,1,0,,5922.864,14888.32,966.4332,0,,2
,20,12,0,1,0,,9772.823,15853.31,0,0,,2
,20,12,0,1,0,,10883.73,22337.86,20686.69,0,,2
,20,12,0,1,0,,19874.8,23207.95,25564.67,0,,2
,20,12,0,1,0,,15787.77,24056.56,25564.67,0,,2
,20,12,0,1,0,,13654.13,17416.26,15451.11,0,,2
,20,12,0,1,0,,9416.236,8052.871,14375.32,0,,2
,20,12,0,1,0,,7774.371,12095.42,17171.18,0,,2
,20,12,0,1,0,,0,16766.37,13373.43,0,,2
,20,12,0,1,0,,0,0,0,0,,2
,20,12,0,1,0,,7654.855,9485.129,7234.949,0,,2
,20,12,0,1,0,,9506.362,15078.1,17480.03,0,,2
,20,12,0,1,0,,3746.118,13567.06,11040.1,0,,2
,20,12,0,1,0,,7772.412,7449.532,21020.66,0,,2
,20,12,0,1,0,,12043.61,14945.61,22427.46,0,,2
,20,12,0,1,0,,6769.267,19446.48,25564.67,0,,2
,20,12,0,1,0,,7627.426,10690.02,12188.29,0,,2
,20,12,0,1,0,,7588.24,10276.45,0,0,,2
,20,12,0,1,0,,3215.157,11490.29,9900.768,0,,2
,20,12,0,1,0,,1302.912,2604.919,11022.36,0,,2
,20,12,0,1,0,,10691.72,12347.85,5912.384,0,,2
,20,12,0,1,0,,13891.2,13946.61,13301.02,0,,2
,20,12,0,1,0,,8050.627,16544.37,17747.5,0,,2
,20,12,0,1,0,,2235.523,7574.855,18913.42,0,,2
,20,12,0,1,0,,8544.362,18193.26,25564.67,0,,2
,20,12,0,1,0,,13810.87,16605.24,21463.98,0,,2
,20,12,0,1,0,,6494.969,0,2365.84,0,,2
,20,12,0,1,0,,11291.25,14272.45,17577.56,0,,2
,20,12,0,1,0,,8908.786,4706.758,12102.58,0,,2
,20,12,0,1,0,,12024.02,17380.45,25181.94,0,,2
,20,12,0,1,0,,11728.17,15083.47,12404.04,0,,2
,51,11,0,1,1,,14255.63,15611.61,13812.31,1,,2
,44,12,0,1,0,,11802.62,10034.76,8038.833,1,,2
,49,8,0,0,1,,13391.59,13262.71,10769.67,0,,2
,49,8,0,0,1,,270.3788,0,0,0,,2
,30,15,0,1,0,,23871.71,25243.55,25564.67,0,,2
,39,8,0,1,1,,24163.64,20937.82,25564.67,0,,2
,39,8,0,1,1,,4165.401,9229.113,811.2719,0,,2
,55,3,0,0,1,,1208.868,0,0,0,,2
,55,3,0,0,1,,16967.25,15939.24,11439.08,0,,2
,53,9,1,1,1,,22956.73,25152.24,25514.43,0,,2
,31,7,0,1,1,,14514.25,10820.71,14828.99,0,,2
,31,7,0,1,1,,7903.682,21584.13,17432.74,0,,2
,16,11,0,0,1,,0,1833.29,15259,0,,2
,41,9,0,0,1,,9077.283,11139.39,5918.295,0,,2
,48,4,0,1,1,,18791.33,18399.14,25564.67,1,,2
,30,14,0,1,0,,10779.89,15036.92,4911.963,0,,2
,55,8,0,0,1,,25862.32,25243.55,25564.67,1,,2
,21,16,0,1,0,,4745.344,2323.839,19284.33,0,,2
,20,9,0,1,1,,1557.617,0,6525.641,0,,2
,20,9,0,1,1,,14253.67,15582.97,18106.58,0,,2
,49,7,0,0,1,,3699.096,11289.77,0,0,,2
,30,14,0,1,0,,22451.24,20871.58,22677.19,0,,2
,30,14,0,1,0,,14831.65,15434.37,16998.29,0,,2
,30,14,0,1,0,,21569.57,21512.52,18693.24,0,,2
,30,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,7,0,1,1,,25862.32,22978.79,25564.67,0,,2
,16,10,0,0,1,,0,1516.403,5084.857,0,,2
,16,10,0,0,1,,0,0,709.3088,0,,2
,16,10,0,0,1,,0,0,1399.407,0,,2
,16,10,0,0,1,,0,0,5244.452,0,,2
,16,10,0,0,1,,0,164.7097,8473.284,0,,2
,16,10,0,0,1,,3221.035,1636.355,10670.66,0,,2
,16,10,0,0,1,,0,1645.306,6778.332,0,,2
,16,10,0,0,1,,0,572.9032,11116.94,0,,2
,16,10,0,0,1,,0,0,8854.538,0,,2
,16,10,0,0,1,,1451.817,1736.613,1675.742,0,,2
,16,10,0,0,1,,3558.029,3607.5,11643.01,0,,2
,29,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,18,0,1,0,,18473.93,19593.29,20633.5,0,,2
,29,18,0,1,0,,15940.59,25243.55,25564.67,0,,2
,29,18,0,1,0,,21105.22,17324.95,25564.67,0,,2
,29,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,18,0,1,0,,20719.25,23741.47,25564.67,0,,2
,29,18,0,1,0,,25862.32,3806.226,0,0,,2
,29,18,0,1,0,,10329.25,3580.645,678.2765,0,,2
,29,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,18,0,1,0,,12419.79,24171.14,25564.67,0,,2
,29,18,0,1,0,,18507.23,20839.36,25564.67,0,,2
,29,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,37,13,1,1,0,,25862.32,25243.55,25244,0,,2
,16,10,0,0,1,,0,0,11564.69,0,,2
,16,10,0,0,1,,0,0,0,0,,2
,16,10,0,0,1,,0,1271.129,4942.996,0,,2
,16,10,0,0,1,,0,1826.129,1786.571,0,,2
,16,10,0,0,1,,963.9593,5122.113,11032.71,0,,2
,16,10,0,0,1,,0,0,10256.9,0,,2
,16,10,0,0,1,,924.7739,1613.081,3845.044,0,,2
,16,10,0,0,1,,0,560.371,1912.178,0,,2
,16,10,0,0,1,,0,0,7430.009,0,,2
,16,10,0,0,1,,0,0,12902.03,0,,2
,16,10,0,0,1,,1318.587,2003.371,12893.16,0,,2
,16,10,0,0,1,,0,0,3691.361,0,,2
,16,10,0,0,1,,0,261.3871,9157.472,0,,2
,16,10,0,0,1,,0,3858.145,8749.619,0,,2
,16,10,0,0,1,,0,2289.823,8836.805,0,,2
,16,10,0,0,1,,0,0,16095.4,0,,2
,16,10,0,0,1,,0,2207.468,11121.37,0,,2
,16,10,0,0,1,,0,69.82258,1259.023,0,,2
,16,10,0,0,1,,0,0,0,0,,2
,16,10,0,0,1,,977.6741,1935.339,3759.336,0,,2
,30,13,0,1,0,,0,0,0,0,,2
,21,15,0,1,0,,0,5675.323,16775.15,0,,2
,21,15,0,1,0,,1567.413,5123.903,13515.29,0,,2
,21,15,0,1,0,,4835.471,9746.517,24556.86,0,,2
,21,15,0,1,0,,2648.929,6629.564,18412.47,0,,2
,31,11,0,1,1,,25862.32,25243.55,25564.67,1,,2
,54,12,1,0,0,,0,0,0,0,,2
,30,13,0,1,0,,1063.882,0,0,0,,2
,30,13,0,1,0,,25343.12,22302.05,23577.13,0,,2
,30,13,0,1,0,,20250.98,10024.02,12095.19,0,,2
,30,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,53,7,1,1,1,,12890.02,12501.82,25564.67,0,,2
,30,11,0,1,1,,25068.82,25243.55,25564.67,0,,2
,30,11,0,1,1,,389.8941,23854.26,19390.73,0,,2
,30,11,0,1,1,,8810.823,12347.85,15087.59,0,,2
,16,9,0,0,1,,0,0,9442.673,0,,2
,16,9,0,0,1,,0,0,418.1966,0,,2
,16,9,0,0,1,,0,0,1971.287,0,,2
,16,9,0,0,1,,0,0,6494.608,0,,2
,16,9,0,0,1,,0,0,1864.891,0,,2
,16,9,0,0,1,,0,1144.016,13875.85,0,,2
,16,9,0,0,1,,0,597.9677,2878.611,0,,2
,16,9,0,0,1,,0,0,0,0,,2
,16,9,0,0,1,,822.892,522.7742,13249.3,0,,2
,16,9,0,0,1,,0,1002.581,2370.273,0,,2
,34,17,0,0,0,,23491.61,22781.86,25564.67,0,,2
,29,17,0,1,0,,12743.07,13882.16,13157.68,0,,2
,29,17,0,1,0,,0,0,4369.638,0,,2
,29,17,0,1,0,,25862.32,25173.73,23983.5,0,,2
,29,17,0,1,0,,0,0,25564.67,0,,2
,29,17,0,1,0,,4286.876,3022.064,15697.89,0,,2
,29,17,0,1,0,,0,23331.48,25564.67,0,,2
,29,17,0,1,0,,19124.4,18966.68,19662.63,0,,2
,29,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,17,0,1,0,,21058.2,23030.71,25564.67,0,,2
,37,12,1,1,0,,11975.04,15316.21,18913.42,0,,2
,37,12,1,1,0,,25862.32,25134.34,25564.67,0,,2
,37,12,1,1,0,,0,0,0,0,,2
,31,5,0,1,1,,19627.94,18665.9,3125.392,0,,2
,16,9,0,0,1,,242.9491,406.4032,3655.896,0,,2
,16,9,0,0,1,,0,0,6049.813,0,,2
,16,9,0,0,1,,715.1324,2773.21,7002.946,0,,2
,16,9,0,0,1,,164.5784,517.4032,3617.475,0,,2
,16,9,0,0,1,,0,35.80645,397.5085,0,,2
,16,9,0,0,1,,0,0,351.6989,0,,2
,16,9,0,0,1,,2210.053,1095.677,11320.86,0,,2
,16,9,0,0,1,,0,2126.903,11379.97,0,,2
,16,9,0,0,1,,3405.206,3086.516,9356.965,0,,2
,16,9,0,0,1,,0,0,628.0338,0,,2
,16,9,0,0,1,,0,130.6935,121.1736,0,,2
,30,12,0,1,0,,20151.06,19104.53,21044.3,0,,2
,30,12,0,1,0,,19402.62,13302.1,24426.82,0,,2
,30,12,0,1,0,,0,0,24502.18,0,,2
,30,12,0,1,0,,25862.32,23181.1,25564.67,0,,2
,31,12,0,1,0,,6400.925,6987.629,7181.751,1,,2
,31,12,0,1,0,,21875.21,24985.74,25564.67,1,,2
,31,12,0,1,0,,11875.12,25243.55,25564.67,1,,2
,31,12,0,1,0,,16822.27,13037.13,11594.24,1,,2
,51,8,0,1,1,,25862.32,25243.55,23786.96,1,,2
,21,14,0,1,0,,13113.37,22751.42,24287.91,0,,2
,21,14,0,1,0,,15791.69,19015.02,24095.81,0,,2
,21,14,0,1,0,,16781.12,21175.94,19109.96,0,,2
,21,14,0,1,0,,9759.108,13173.19,25564.67,0,,2
,21,14,0,1,0,,2355.039,3500.081,8765.874,0,,2
,21,14,0,1,0,,8879.397,14669.9,21554.12,0,,2
,21,14,0,1,0,,4684.607,7812.968,8117.152,0,,2
,21,14,0,1,0,,10918.99,10935.29,8092.031,0,,2
,21,14,0,1,0,,10201.9,25243.55,25564.67,0,,2
,21,14,0,1,0,,14962.92,25243.55,25564.67,0,,2
,21,14,0,1,0,,4774.733,4966.355,14419.66,0,,2
,22,18,0,1,0,,0,1722.29,6540.418,0,,2
,30,10,0,1,1,,14913.94,0,11563.21,0,,2
,30,12,0,1,0,,5803.348,9635.517,20562.56,0,,2
,30,12,0,1,0,,15260.73,13814.13,25564.67,0,,2
,30,12,0,1,0,,25862.32,25189.84,25564.67,0,,2
,30,12,0,1,0,,0,0,0,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,21861.5,22303.84,22434.85,0,,2
,30,12,0,1,0,,11303.01,4456.113,3153.469,0,,2
,30,12,0,1,0,,20605.61,18613.98,19541.46,0,,2
,30,12,0,1,0,,21401.07,20833.98,25564.67,0,,2
,30,12,0,1,0,,12547.14,25243.55,25564.67,0,,2
,30,12,0,1,0,,23040.98,25128.97,8411.22,0,,2
,30,12,0,1,0,,16109.09,13128.44,13063.1,0,,2
,53,6,1,1,1,,24341.93,15074.52,0,0,,2
,30,10,0,1,1,,24451.65,25198.79,21854.1,0,,2
,30,10,0,1,1,,25862.32,25243.55,0,0,,2
,30,10,0,1,1,,25862.32,22429.16,22366.87,0,,2
,30,10,0,1,1,,15292.08,11789.27,10685.44,0,,2
,30,10,0,1,1,,23129.14,23959.89,20806.39,0,,2
,30,10,0,1,1,,858.1589,0,0,0,,2
,30,10,0,1,1,,20909.29,16914.97,21038.39,0,,2
,19,11,1,0,1,,0,0,7762.498,0,,2
,30,17,0,1,0,,2027.841,0,0,1,,2
,16,8,0,0,1,,0,0,0,0,,2
,16,8,0,0,1,,0,961.4032,6301.026,0,,2
,16,8,0,0,1,,0,0,0,0,,2
,39,10,0,1,1,,25862.32,25243.55,25564.67,1,,2
,29,16,0,1,0,,8685.43,21471.34,25564.67,0,,2
,29,16,0,1,0,,14667.07,19618.36,11572.08,0,,2
,29,16,0,1,0,,21598.96,20278.98,24468.2,0,,2
,29,16,0,1,0,,25862.32,25243.55,0,0,,2
,29,16,0,1,0,,22335.64,20359.55,25564.67,0,,2
,29,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,16,0,1,0,,4976.538,19043.66,15154.09,0,,2
,29,16,0,1,0,,0,0,0,0,,2
,29,16,0,1,0,,10121.57,16496.03,7388.633,0,,2
,29,16,0,1,0,,11042.43,20334.48,0,0,,2
,29,16,0,1,0,,0,0,0,0,,2
,29,16,0,1,0,,13579.68,21134.76,23416.05,0,,2
,29,16,0,1,0,,17701.97,25243.55,25564.67,0,,2
,29,16,0,1,0,,23240.82,22165.98,25564.67,0,,2
,29,16,0,1,0,,9259.495,20114.27,25564.67,0,,2
,29,16,0,1,0,,8910.745,7621.403,17639.62,0,,2
,29,16,0,1,0,,23777.66,25243.55,25564.67,0,,2
,29,16,0,1,0,,0,0,0,0,,2
,29,16,0,1,0,,19620.1,9109.161,10184.49,0,,2
,29,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,16,0,1,0,,25862.32,25243.55,8134.885,0,,2
,29,16,0,1,0,,4882.493,12813.34,23444.13,0,,2
,29,16,0,1,0,,5002.008,2834.081,0,0,,2
,29,16,0,1,0,,19142.04,19036.5,22885.55,0,,2
,29,16,0,1,0,,23671.86,24416.42,25564.67,0,,2
,16,8,0,0,1,,0,0,5644.916,0,,2
,55,5,0,0,1,,13665.89,13622.56,0,1,,2
,21,13,0,1,0,,7502.033,6173.032,25564.67,0,,2
,21,13,0,1,0,,10920.95,17634.68,24954.37,0,,2
,21,13,0,1,0,,3207.32,17600.66,13943.83,0,,2
,21,13,0,1,0,,12074.96,13354.02,21864.44,0,,2
,21,13,0,1,0,,21886.97,23125.6,25564.67,0,,2
,49,4,0,0,1,,17055.42,17523.68,17060.35,0,,2
,19,12,1,0,0,,2241.401,6629.564,24935.16,0,,2
,30,9,0,1,1,,16299.14,18255.92,25564.67,0,,2
,30,9,0,1,1,,25862.32,25243.55,25564.67,0,,2
,30,9,0,1,1,,25862.32,25243.55,25564.67,0,,2
,30,9,0,1,1,,10954.26,10779.53,11684.38,0,,2
,19,10,1,0,1,,1549.78,2610.29,9540.203,0,,2
,30,16,0,1,0,,20970.03,23719.98,25564.67,1,,2
,16,7,0,0,1,,0,975.7258,4728.725,0,,2
,29,15,0,1,0,,13178.03,17215.74,23614.07,0,,2
,29,15,0,1,0,,12931.16,14367.34,14629.49,0,,2
,29,15,0,1,0,,0,0,0,0,,2
,29,15,0,1,0,,21395.19,21394.36,25564.67,0,,2
,29,15,0,1,0,,24851.34,19235.23,25564.67,0,,2
,29,15,0,1,0,,25862.32,25243.55,13110.39,0,,2
,29,15,0,1,0,,5744.57,4969.936,4900.141,0,,2
,29,15,0,1,0,,19236.08,23401.31,25564.67,0,,2
,29,15,0,1,0,,6734,2182.403,5563.641,0,,2
,21,12,0,1,0,,13601.23,7202.468,10746.03,0,,2
,21,12,0,1,0,,11571.43,14673.48,21635.39,0,,2
,21,12,0,1,0,,11301.05,13538.42,21898.43,0,,2
,21,12,0,1,0,,7805.719,13250.18,11328.25,0,,2
,21,12,0,1,0,,3607.01,12618.19,16507.68,0,,2
,21,12,0,1,0,,4502.395,5295.774,4360.771,0,,2
,21,12,0,1,0,,21093.47,24167.56,25564.67,0,,2
,21,12,0,1,0,,9647.43,13674.48,6971.914,0,,2
,21,12,0,1,0,,10979.73,18594.29,25564.67,0,,2
,21,12,0,1,0,,10891.56,13243.02,22078.71,0,,2
,21,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,21,12,0,1,0,,11109.04,13307.47,14164.01,0,,2
,21,12,0,1,0,,21965.34,21956.52,25564.67,0,,2
,21,12,0,1,0,,6624.281,14524.89,25564.67,0,,2
,21,12,0,1,0,,5407.576,119.9516,0,0,,2
,21,12,0,1,0,,5195.976,1496.71,11014.97,0,,2
