treated,age,educ,nodegree,married,black,hisp,moa,re75,re76,re77,re78,re79,re74,afdc75,nchildren75,zero74,zero75,redif,lalonde,psid1,psid2,sample_lalonde,sample_dw,sample_early,sample
1,31,10,1,0,1,0,-6,0,0,4764.736,6974.551,10342.56,0,1,3,1,1,10342.56,1,0,0,1,1,,1
1,35,12,0,0,1,0,-7,3244.322,1765.022,896.4438,706.1311,394.0455,3244.322,1,2,0,0,-2850.277,1,0,0,1,,,1
0,32,12,0,0,1,0,-13,0,0,559.8649,,4563.222,0,1,3,1,1,4563.222,1,0,0,1,1,1,1
1,36,12,0,0,1,0,-13,0,687.0911,8628.49,,10058.07,0,1,1,1,1,10058.07,1,0,0,1,1,1,1
1,48,9,1,0,0,1,-11,0,0,8328.464,1158.186,,0,1,2,1,1,,0,0,0,1,1,,1
0,38,3,1,0,0,1,-16,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,31,9,1,0,1,0,-13,0,659.6094,3255.077,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,27,11,1,0,0,0,-11,617.1456,51.4288,6880.258,6776.44,,617.1456,1,1,0,0,,0,0,0,1,,,1
1,32,9,1,0,1,0,-11,651.4973,54.29144,8110.408,776.3372,0,651.4973,1,2,0,0,-651.4973,1,0,0,1,,,1
1,38,11,1,0,1,0,-6,9520.544,5363.365,2032.132,7714.482,0,9520.544,1,2,0,0,-9520.544,1,0,0,1,,,1
0,36,11,1,0,1,0,-11,1917.018,735.8568,0,0,5009.26,1917.018,1,3,0,0,3092.242,1,0,0,1,,,1
0,33,10,1,0,1,0,-12,0,476.7047,0,5670.606,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,44,0,1,0,0,1,-12,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,40,11,1,0,1,0,-20,3848.543,7558.736,9588.483,,8110.759,9328.156,1,2,0,0,4262.217,1,0,0,1,1,1,1
0,44,4,1,0,1,0,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,21,12,0,0,1,0,-6,0,306.0294,1147.834,1634.795,1554.864,0,1,1,1,1,1554.864,1,0,0,1,1,,1
0,26,10,1,0,1,0,-14,1046.194,0,0,0,0,1255.433,1,1,0,0,-1046.194,1,0,0,1,1,1,1
0,31,11,1,0,1,0,-10,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,25,10,1,0,1,0,-11,0,0,2473.025,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,27,12,0,0,1,0,-13,8472.816,,,,,9243.072,1,2,0,0,,0,0,0,1,1,1,1
0,38,8,1,0,1,0,-12,5259.021,0,2025.225,,,5259.021,1,6,0,0,,0,0,0,1,,,1
0,31,12,0,0,1,0,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,34,9,1,0,1,0,-17,0,1034.366,205.5251,,0,0,1,6,1,1,0,1,0,0,1,1,1,1
0,31,11,1,0,1,0,-13,0,570.6127,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,28,12,0,0,0,1,-8,0,0,5540.919,4276.956,5887.463,0,1,1,1,1,5887.463,1,0,0,1,1,,1
1,25,11,1,0,1,0,-8,1482.07,853.6878,5463.53,850.2882,2533.129,1482.07,1,1,0,0,1051.059,1,0,0,1,,,1
1,29,12,0,0,1,0,-11,3702.66,3523.505,3749.552,0,5671.612,3702.66,1,2,0,0,1968.952,1,0,0,1,,,1
1,33,10,1,0,1,0,-7,9119.93,4429.5,5017.532,3683.843,0,9119.93,1,5,0,0,-9119.93,1,0,0,1,,,1
0,30,12,0,0,1,0,-10,0,787.6166,94.94994,0,,0,1,2,1,1,,0,0,0,1,1,,1
1,28,10,1,0,1,0,-15,0,2461.814,4698.37,895.791,4461.145,0,1,3,1,1,4461.145,1,0,0,1,1,1,1
0,22,11,1,0,1,0,-15,251.6698,0,0,0,0,335.5597,1,1,0,0,-251.6698,1,0,0,1,1,1,1
0,40,2,1,0,0,1,-17,1249.176,1863.404,4737.949,,,0,1,2,1,0,,0,0,0,1,1,1,1
0,37,9,1,1,0,1,-15,0,2159.469,9492.365,8685.523,8532.999,0,1,5,1,1,8532.999,1,0,0,1,1,1,1
1,33,12,0,0,1,0,-15,503.1756,2699.374,9727.576,9721.409,10147.37,670.9008,1,2,0,0,9644.193,1,0,0,1,1,1,1
0,34,8,1,0,1,0,-18,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,24,11,1,0,1,0,-13,638.3478,1044.588,7056.879,7947.161,2162.931,592.704,1,2,0,0,1524.583,1,0,0,1,1,1,1
0,43,11,1,0,1,0,-11,0,0,,,,0,1,2,1,1,,0,0,0,1,1,,1
0,29,8,1,0,1,0,-16,0,866.7494,287.9947,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,31,8,1,0,1,0,-16,0,538.6664,5716.797,,3096.252,0,1,4,1,1,3096.252,1,0,0,1,1,1,1
1,40,12,0,0,1,0,-15,0,3023.297,13012.06,3254.624,8991.102,0,1,0,1,1,8991.102,1,0,0,1,1,1,1
0,26,10,1,0,1,0,-17,8777.304,0,673.3525,,604.1829,15046.81,1,2,0,0,-8173.121,1,0,0,1,1,1,1
1,54,10,1,1,0,1,-12,0,0,9091.231,,13241.72,0,1,1,1,1,13241.72,1,0,0,1,1,,1
1,50,4,1,0,0,1,-5,0,0,391.1265,0,5983.856,0,1,0,1,1,5983.856,1,0,0,1,1,,1
1,25,10,1,0,1,0,-19,0,6494.262,4541.741,,1125.782,0,1,2,1,1,1125.782,1,0,0,1,1,1,1
0,34,9,1,0,1,0,-18,0,1867.859,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,28,10,1,0,1,0,-9,0,0,5675.761,,,0,1,3,1,1,,0,0,0,1,1,,1
1,29,13,0,0,1,0,-19,1184.257,5408.245,0,,0,2842.217,1,4,0,0,-1184.257,1,0,0,1,1,1,1
0,28,12,0,0,1,0,-20,2312.911,0,,,,6938.732,1,2,0,0,,0,0,0,1,1,1,1
0,32,12,0,0,1,0,-14,0,198.5517,0,968.1448,1285.18,0,1,1,1,1,1285.18,1,0,0,1,1,1,1
0,29,10,1,0,1,0,-19,0,0,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,37,12,0,0,1,0,-11,0,0,8110.408,776.3372,,0,1,1,1,1,,0,0,0,1,1,,1
1,23,9,1,0,1,0,-14,0,1872.64,8761.187,9504.092,8395.475,0,1,1,1,1,8395.475,1,0,0,1,1,1,1
0,26,11,1,0,1,0,-13,0,160.1249,5718.272,,10533.09,0,1,1,1,1,10533.09,1,0,0,1,1,1,1
0,31,14,0,0,1,0,-10,2398.574,2293.297,4682.869,0,13900.49,2398.574,1,0,0,0,11501.91,1,0,0,1,,,1
1,29,12,0,0,1,0,-13,0,681.1182,9350.7,,13201.53,0,1,1,1,1,13201.53,1,0,0,1,1,1,1
0,35,10,1,0,1,0,-14,0,0,0,0,0,0,1,7,1,1,0,1,0,0,1,1,1,1
1,39,9,1,0,1,0,-19,3292.487,5821.71,7700.349,,8032.429,3410.705,1,3,0,0,4739.942,1,0,0,1,1,1,1
0,43,10,1,1,0,0,-18,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,27,9,1,0,1,0,-15,1598.554,2159.469,9708.194,2231.188,8433.904,2131.405,1,3,0,0,6835.351,1,0,0,1,1,1,1
0,30,12,0,0,1,0,-11,3661.102,1125.774,3213.732,4155.542,3873.166,3661.102,1,1,0,0,212.0642,1,0,0,1,,,1
0,41,12,0,0,1,0,-9,0,0,0,0,6188.867,0,1,3,1,1,6188.867,1,0,0,1,1,,1
1,43,10,1,0,1,0,-9,0,0,1882.23,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,37,11,1,0,1,0,-9,0,163.5471,662.2555,2685.939,1361.692,0,1,3,1,1,1361.692,1,0,0,1,1,,1
1,31,12,0,0,1,0,-8,3207.223,1069.074,5871.969,6166.545,4810.641,3207.223,1,2,0,0,1603.418,1,0,0,1,,,1
1,41,12,0,0,1,0,-9,0,0,6442.868,2272.133,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,31,10,1,0,1,0,-18,1382.413,2057.047,0,,1106.226,2764.826,1,1,0,0,-276.1876,1,0,0,1,1,1,1
1,31,9,1,0,1,0,-9,0,0,5803.696,2454.41,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,43,11,1,0,1,0,-16,0,3035.925,6091.129,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,28,10,1,0,1,0,-9,0,0,5803.696,7657.325,6428.47,0,1,3,1,1,6428.47,1,0,0,1,1,,1
0,24,12,0,0,1,0,-5,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,32,15,0,0,1,0,-14,392.368,1147.148,910.2261,0,0,470.8417,1,4,0,0,-392.368,1,0,0,1,1,1,1
1,43,10,1,0,0,0,-17,50.15182,3353.048,4405.199,,7482.068,0,1,1,1,0,7431.916,1,0,0,1,1,1,1
1,37,12,0,0,1,0,-5,10341.31,6032.431,3045.808,9589.451,10803.89,10341.31,1,2,0,0,462.5811,1,0,0,1,,,1
1,35,11,1,0,0,1,-8,0,0,5675.924,11383.33,12386.69,0,1,2,1,1,12386.69,1,0,0,1,1,,1
1,31,12,0,0,1,0,-13,0,681.1182,1362.236,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,37,10,1,1,1,0,-17,7840.184,772.1624,0,,6321.965,10559.24,1,3,0,0,-1518.219,1,0,0,1,1,1,1
1,26,9,1,0,1,0,-19,1913.196,2920.301,4900.702,,4788.874,2923.397,1,2,0,0,2875.678,1,0,0,1,1,1,1
0,24,11,1,0,1,0,-14,1543.037,453.7533,0,924.4093,,1851.644,1,1,0,0,,0,0,0,1,1,1,1
0,43,8,1,0,1,0,-20,0,0,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,42,9,1,0,1,0,-13,0,0,5830.669,,15799.63,0,1,1,1,1,15799.63,1,0,0,1,1,1,1
0,35,12,0,0,1,0,-7,1769.592,2239.954,2242.776,4454.349,8409.708,1769.592,1,2,0,0,6640.116,1,0,0,1,,,1
0,25,11,1,0,1,0,-6,4989.949,3455.627,,,,4989.949,1,2,0,0,,0,0,0,1,,,1
0,29,12,0,0,1,0,-21,1405.562,1811.371,0,,531.6927,0,1,3,1,0,-873.8688,1,0,0,1,1,1,1
0,27,10,1,0,1,0,-20,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,35,12,0,0,1,0,-5,0,0,0,1408.493,10322.24,0,1,2,1,1,10322.24,1,0,0,1,1,,1
0,41,12,0,0,1,0,-16,0,0,5071.693,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,34,10,1,0,1,0,-20,0,6753.964,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,42,12,0,0,1,0,-15,1184.078,2252.931,5660.638,2769.067,13460.21,1578.77,1,2,0,0,12276.14,1,0,0,1,1,1,1
0,24,11,1,0,1,0,-13,0,0,6183.707,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,46,12,0,0,1,0,-11,0,0,504.0669,4264.741,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,27,11,1,0,1,0,-13,2876.835,0,0,,0,3138.365,1,1,0,0,-2876.835,1,0,0,1,1,1,1
0,25,9,1,0,1,0,-22,0,0,,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,37,12,0,0,0,1,-15,0,0,0,,4368.889,0,1,2,1,1,4368.889,1,0,0,1,1,1,1
0,46,12,0,0,0,0,-11,5584.877,465.4064,,,,5584.877,1,2,0,0,,0,0,0,1,,,1
1,44,11,1,0,1,0,-9,0,0,6517.752,2214.787,4748.23,0,1,1,1,1,4748.23,1,0,0,1,1,,1
1,45,12,0,0,1,0,-11,0,0,8712.41,765.0894,7714.741,0,1,0,1,1,7714.741,1,0,0,1,1,,1
0,44,11,1,0,1,0,-13,0,11.94567,23.89134,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,41,10,1,0,1,0,-21,0,0,0,,1457.588,0,1,3,1,1,1457.588,1,0,0,1,1,1,1
1,37,8,1,0,0,1,-11,0,0,8734.905,1158.186,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,25,10,1,0,1,0,-12,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,31,10,1,0,1,0,-20,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,38,12,0,0,1,0,-22,0,9280.436,10539.63,,10772.89,0,1,1,1,1,10772.89,1,0,0,1,1,1,1
0,44,10,1,0,1,0,-22,0,0,0,,9821.054,0,1,1,1,1,9821.054,1,0,0,1,1,1,1
0,30,10,1,0,1,0,-11,4396.922,366.4102,1033.121,15903.73,,4396.922,1,6,0,0,,0,0,0,1,,,1
0,29,10,1,1,1,0,-5,0,148.2853,3576.738,6163.328,5935.658,0,1,2,1,1,5935.658,1,0,0,1,1,,1
1,35,11,1,0,1,0,-21,366.5226,3839.608,0,,7683.298,0,1,2,1,0,7316.776,1,0,0,1,1,1,1
1,34,11,1,0,1,0,-12,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,27,10,1,0,1,0,-18,818.2198,2772.147,3524.825,,0,1636.44,1,1,0,0,-818.2198,1,0,0,1,1,1,1
1,29,8,1,0,1,0,-20,376.2429,6193.884,3371.019,,0,0,1,2,1,0,-376.2429,1,0,0,1,1,1,1
1,30,12,0,0,1,0,-11,0,0,8328.464,1158.186,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,28,10,1,0,1,0,-8,0,0,5748.66,5827.174,6331.027,0,1,2,1,1,6331.027,1,0,0,1,1,,1
0,52,12,0,0,1,0,-14,0,0,0,12363.34,9392.081,0,1,2,1,1,9392.081,1,0,0,1,1,1,1
1,31,12,0,0,1,0,-9,0,0,6229.13,2305.536,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,27,9,1,0,1,0,-9,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,24,11,1,1,1,0,-11,3394.194,282.8495,0,0,,3394.194,1,1,0,0,,0,0,0,1,,,1
1,35,12,0,1,1,0,-8,0,0,4181.553,236.2833,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,30,9,1,0,0,0,-8,0,0,5172.198,472.5511,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,33,12,0,0,1,0,-11,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,23,12,0,0,1,0,-15,0,0,706.8806,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,24,8,1,0,1,0,-7,0,1982.655,2677.507,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,32,8,1,0,0,1,-8,0,0,6649.581,8915.082,9959.433,0,1,4,1,1,9959.433,1,0,0,1,1,,1
0,36,11,1,0,1,0,-5,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,38,6,1,0,0,1,-10,0,0,0,0,0,0,1,5,1,1,0,1,0,0,1,1,,1
1,38,12,0,0,1,0,-9,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
0,24,11,1,0,0,0,-11,1639.313,565.257,3201.852,11726.36,3195.357,1639.313,1,1,0,0,1556.044,1,0,0,1,,,1
0,28,12,0,0,1,0,-9,0,0,0,0,6462.921,0,1,2,1,1,6462.921,1,0,0,1,1,,1
1,21,12,0,0,1,0,-5,0,958.3301,2505.653,0,652.5752,0,1,1,1,1,652.5752,1,0,0,1,1,,1
0,34,9,1,0,1,0,-11,0,0,0,0,0,0,1,6,1,1,0,1,0,0,1,1,,1
1,43,12,0,0,1,0,-5,824.2667,480.8223,4399.474,15813.54,24206.85,824.2667,1,1,0,0,23382.58,1,0,0,1,,,1
0,26,9,1,0,1,0,-9,0,206.1191,1245.476,7726.353,7677.063,0,1,2,1,1,7677.063,1,0,0,1,1,,1
0,55,13,0,0,0,0,-17,150.4902,616.4927,1240.737,,,0,1,4,1,0,,0,0,0,1,1,1,1
1,32,10,1,0,1,0,-9,0,0,3856.975,6224.914,,0,1,1,1,1,,0,0,0,1,1,,1
1,29,12,0,0,1,0,-18,1599.201,3797.814,,,15637.99,1370.359,1,3,0,0,14038.79,1,0,0,1,1,1,1
1,29,12,0,0,1,0,-15,0,2591.383,6539.211,0,,0,1,1,1,1,,0,0,0,1,1,1,1
0,33,10,1,0,1,0,-13,0,35.85355,597.7349,,1783.034,0,1,3,1,1,1783.034,1,0,0,1,1,1,1
0,32,9,1,0,0,1,-12,0,0,0,1805.997,1192.063,0,1,2,1,1,1192.063,1,0,0,1,1,,1
0,31,6,1,0,0,1,-8,2016.366,672.122,0,0,,2016.366,1,1,0,0,,0,0,0,1,,,1
1,29,10,1,0,1,0,-12,0,0,9564.048,384.2792,,0,1,2,1,1,,0,0,0,1,1,,1
1,28,10,1,0,1,0,-13,609.0841,1207.891,7986.268,,0,604.2504,1,1,0,0,-609.0841,1,0,0,1,1,1,1
0,38,12,0,0,0,1,-12,947.5919,4629.913,5546.738,5857.034,6224.645,947.5919,1,3,0,0,5277.053,1,0,0,1,,,1
0,29,11,1,0,1,0,-8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,32,11,1,0,1,0,-13,0,752.8088,8359.918,,1809.699,0,1,1,1,1,1809.699,1,0,0,1,1,1,1
0,38,12,0,0,1,0,-11,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,27,12,0,0,1,0,-13,0,824.4993,9058.592,,17133.77,0,1,1,1,1,17133.77,1,0,0,1,1,1,1
0,35,6,1,0,0,1,-14,0,0,0,1256.49,0,0,1,6,1,1,0,1,0,0,1,1,1,1
1,28,12,0,0,1,0,-13,0,693.0639,10326.59,,13131.2,0,1,2,1,1,13131.2,1,0,0,1,1,1,1
1,52,11,1,1,1,0,-12,0,0,,,,0,1,0,1,1,,0,0,0,1,1,,1
0,53,8,1,0,1,0,-15,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,31,12,0,0,1,0,-9,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
0,25,11,1,0,1,0,-9,0,151.8851,1642.578,8189.937,7953.447,0,1,1,1,1,7953.447,1,0,0,1,1,,1
1,37,12,0,0,1,0,-12,10642.97,0,1780.237,,4923.234,10642.97,1,1,0,0,-5719.734,1,0,0,1,,,1
1,28,8,1,0,1,0,-13,0,119.4898,3376.26,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,33,9,1,0,0,1,-15,0,0,0,1610.869,6255.195,0,1,3,1,1,6255.195,1,0,0,1,1,1,1
0,41,11,1,0,1,0,-5,0,0,0,0,,0,1,3,1,1,,0,0,0,1,1,,1
1,30,12,0,0,0,0,-7,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,36,12,0,0,0,1,-11,0,0,7930.29,1174.782,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,27,11,1,0,0,1,-6,0,0,2384.697,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,35,9,1,0,1,0,-8,0,414.7754,0,0,0,0,1,5,1,1,0,1,0,0,1,1,,1
1,35,10,1,0,1,0,-7,9642.078,6271.469,4946.3,1051.424,0,9642.078,1,1,0,0,-9642.078,1,0,0,1,,,1
0,46,10,1,0,0,1,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,29,11,1,0,0,1,-16,0,3325.038,7959.395,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,24,12,0,0,1,0,-13,0,681.1182,8234.843,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,26,12,0,0,1,0,-11,0,0,7739.3,4089.95,3090.754,0,1,1,1,1,3090.754,1,0,0,1,1,,1
0,42,9,1,0,0,0,-17,757.0841,907.3788,592.4387,,5398.796,0,1,1,1,0,4641.712,1,0,0,1,1,1,1
0,27,10,1,0,1,0,-15,2131.405,0,6515.848,3187.417,12510.39,2841.874,1,2,0,0,10378.98,1,0,0,1,1,1,1
0,23,12,0,0,1,0,-9,0,3458.504,675.0596,0,10077.76,0,1,2,1,1,10077.76,1,0,0,1,1,,1
0,36,12,0,0,1,0,-5,0,294.8645,331.4807,0,0,0,1,5,1,1,0,1,0,0,1,1,,1
1,42,10,1,0,1,0,-13,0,752.8088,8359.918,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,38,12,0,0,1,0,-12,0,0,8546.114,13454.95,10425.33,0,1,3,1,1,10425.33,1,0,0,1,1,,1
1,28,9,1,0,1,0,-11,0,0,7673.274,776.3372,0,0,1,5,1,1,0,1,0,0,1,1,,1
0,27,9,1,0,1,0,-13,2144.934,0,0,,10374.41,2339.928,1,1,0,0,8229.475,1,0,0,1,1,1,1
0,46,8,1,0,1,0,-18,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,54,9,1,0,1,0,-7,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,,1
0,31,10,1,0,0,0,-14,2451.983,,,,,2942.38,1,2,0,0,,0,0,0,1,1,1,1
1,39,12,0,0,1,0,-11,0,0,9443.33,839.8052,0,0,1,5,1,1,0,1,0,0,1,1,,1
1,45,11,1,0,0,0,-16,0,2500.465,493.7134,,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,29,9,1,0,1,0,-22,0,0,3338.825,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,30,10,1,0,1,0,-13,0,776.1805,6073.061,0,3754.184,0,1,2,1,1,3754.184,1,0,0,1,1,1,1
0,35,10,1,0,1,0,-18,0,0,0,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,34,12,0,0,1,0,-20,2183.06,317.6974,0,,,0,1,3,1,0,,0,0,0,1,1,1,1
0,43,11,1,1,1,0,-7,0,419.6473,,,,0,1,1,1,1,,0,0,0,1,1,,1
0,44,9,1,0,0,1,-19,0,0,,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,25,10,1,0,1,0,-8,0,0,6127.272,9030.779,7992.695,0,1,1,1,1,7992.695,1,0,0,1,1,,1
1,48,11,1,0,1,0,-20,0,7209.87,2800.313,,0,0,1,0,1,1,0,1,0,0,1,1,1,1
1,31,4,1,0,1,0,-20,0,404.4345,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,38,10,1,0,1,0,-8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,37,8,1,0,1,0,-19,0,6088.334,6120.688,,0,0,1,0,1,1,0,1,0,0,1,1,1,1
1,24,7,1,0,0,1,-13,0,783.3124,8202.388,1444.447,,0,1,2,1,1,,0,0,0,1,1,1,1
1,38,12,0,0,1,0,-7,0,0,4165.492,1549.418,,0,1,6,1,1,,0,0,0,1,1,,1
0,29,11,1,0,1,0,-9,0,0,0,0,17290.63,0,1,1,1,1,17290.63,1,0,0,1,1,,1
0,38,7,1,0,0,1,-13,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,25,11,1,0,1,0,-20,581.7985,246.5337,,,,0,1,1,1,0,,0,0,0,1,1,1,1
1,31,10,1,0,1,0,-13,0,681.1182,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,47,11,1,0,1,0,-11,0,0,3323.679,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,36,11,1,0,1,0,-14,0,0,4819.598,10497.6,10058.07,0,1,4,1,1,10058.07,1,0,0,1,1,1,1
1,34,11,1,0,1,0,-13,0,824.4993,8920.306,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,39,12,0,0,1,0,-13,0,0,,,739.1614,0,1,2,1,1,739.1614,1,0,0,1,1,1,1
1,22,12,0,0,1,0,-10,0,0,7663.559,8656.986,,0,1,1,1,1,,0,0,0,1,1,,1
1,32,11,1,0,0,1,-11,0,0,8689.914,1135.69,,0,1,3,1,1,,0,0,0,1,1,,1
0,37,12,0,0,1,0,-21,2053.811,3227.432,3622.1,,,8215.242,1,3,0,0,,0,0,0,1,1,1,1
1,34,12,0,0,1,0,-12,779.976,0,8155.345,317.4259,0,779.976,1,2,0,0,-779.976,1,0,0,1,,,1
0,30,10,1,0,1,0,-8,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
0,49,10,1,0,1,0,-16,0,0,0,,14044.17,0,1,0,1,1,14044.17,1,0,0,1,1,1,1
0,44,12,0,0,1,0,-12,8131.536,0,0,0,0,8131.536,1,0,0,0,-8131.536,1,0,0,1,,,1
1,40,10,1,0,1,0,-17,0,3969.177,6908.729,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,46,3,1,0,0,1,-11,0,0,6446.287,13551.32,11144.98,0,1,2,1,1,11144.98,1,0,0,1,1,,1
1,24,10,1,0,1,0,-14,0,1634.671,8094.037,223.9398,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,26,12,0,0,1,0,-14,0,1605.981,2766.867,0,452.9328,0,1,3,1,1,452.9328,1,0,0,1,1,1,1
0,46,12,0,0,0,0,-17,4607.053,972.3322,738.4635,,1946.007,3599.714,1,2,0,0,-2661.046,1,0,0,1,1,1,1
1,35,10,1,0,1,0,-19,0,3610.501,8884.202,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,37,12,0,0,1,0,-9,0,0,3206.992,,,0,1,3,1,1,,0,0,0,1,1,,1
1,38,12,0,0,1,0,-9,0,0,8343.442,2673.114,9290.016,0,1,1,1,1,9290.016,1,0,0,1,1,,1
1,27,12,0,0,1,0,-11,0,0,3976.754,0,,0,1,1,1,1,,0,0,0,1,1,,1
1,41,11,1,0,1,0,-11,0,0,8869.942,10517.21,10443.52,0,1,1,1,1,10443.52,1,0,0,1,1,,1
1,47,12,0,0,1,0,-12,0,0,8766.969,,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,38,11,1,1,1,0,-13,0,925.7209,10349.4,8555.527,7992.695,0,1,1,1,1,7992.695,1,0,0,1,1,1,1
1,32,12,0,0,1,0,-9,0,0,8610.039,3404.048,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,32,8,1,0,0,1,-11,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,31,11,1,0,0,1,-6,0,0,,,13024.37,0,1,3,1,1,13024.37,1,0,0,1,1,,1
0,25,11,1,0,1,0,-10,0,0,,3345.987,6402.872,0,1,1,1,1,6402.872,1,0,0,1,1,,1
1,31,8,1,0,1,0,-16,0,,,,,0,1,5,1,1,,0,0,0,1,1,1,1
1,37,9,1,0,1,0,-9,7699.121,2575.738,3659.37,0,0,7699.121,1,1,0,0,-7699.121,1,0,0,1,,,1
1,38,11,1,0,1,0,-11,0,0,,,,0,1,5,1,1,,0,0,0,1,1,,1
1,30,7,1,0,0,1,-10,0,0,8965.03,5735.638,9544.456,0,1,5,1,1,9544.456,1,0,0,1,1,,1
1,21,11,1,0,1,0,-16,1165.036,3021.415,8943.862,,,1747.555,1,1,0,0,,0,0,0,1,1,1,1
1,45,9,1,1,0,0,-12,3583.558,5639.151,8596.125,,,3583.558,1,3,0,0,,0,0,0,1,,,1
0,37,4,1,0,0,1,-18,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,28,8,1,0,1,0,-5,526.8813,307.3474,0,0,0,526.8813,1,2,0,0,-526.8813,1,0,0,1,,,1
1,28,12,0,0,1,0,-9,0,0,5562.295,9170.374,,0,1,2,1,1,,0,0,0,1,1,,1
0,27,9,1,0,0,1,-11,0,0,0,1538.565,7992.695,0,1,2,1,1,7992.695,1,0,0,1,1,,1
0,39,12,0,0,0,1,-8,0,0,799.8484,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,53,8,1,0,0,1,-11,0,0,6965.857,8501.717,,0,1,2,1,1,,0,0,0,1,1,,1
